word,count
the,1886
.,1693
",",1191
and,1045
i,950
to,865
it,842
a,730
is,688
of,431
for,421
that,345
with,330
was,271
my,268
this,264
in,260
not,243
you,237
on,231
have,200
but,188
computer,185
laptop,156
had,154
n't,154
very,153
so,152
they,149
use,146
great,144
),139
has,139
are,138
(,137
as,132
-,132
be,126
!,125
all,123
's,122
me,120
battery,119
windows,112
mac,111
screen,109
"""",108
would,106
only,105
or,102
like,101
up,101
just,101
do,99
at,99
when,99
can,95
easy,94
if,93
after,91
out,90
also,89
more,86
about,86
one,84
which,84
no,81
an,81
price,79
than,78
from,77
keyboard,77
life,74
get,72
good,71
even,69
new,68
time,68
does,67
will,67
its,65
drive,65
hard,64
well,64
because,64
there,63
',61
apple,60
did,60
software,60
fast,59
quality,56
other,55
system,55
much,55
work,54
warranty,54
any,53
thing,53
problem,52
am,52
macbook,50
features,49
back,49
power,48
  ,47
service,47
pc,47
works,46
$,46
buy,46
could,45
first,45
os,45
programs,45
what,45
love,45
7,45
2,44
some,44
toshiba,43
performance,43
:,43
bought,43
need,43
your,43
size,43
were,41
we,41
then,41
support,41
problems,41
used,41
pro,40
everything,40
really,39
many,39
got,39
now,39
mouse,38
better,37
been,36
graphics,36
best,36
hours,35
how,35
still,35
too,35
same,35
machine,35
using,34
since,34
their,34
long,34
working,33
way,33
by,32
little,32
again,32
months,32
product,32
3,32
make,31
nice,31
right,31
/,31
want,31
comes,30
ve,30
run,30
internet,29
having,29
memory,29
card,29
m,29
speed,29
never,29
runs,29
design,28
pad,28
applications,28
took,28
laptops,28
office,27
them,26
built,26
off,26
always,26
netbook,26
looking,25
ram,25
down,25
another,25
go,25
purchase,25
went,25
ca,25
over,25
program,25
sent,24
made,24
able,24
enough,24
display,24
worth,24
less,24
two,23
issue,23
slow,23
take,23
replaced,23
around,23
touch,23
who,23
most,23
operating,23
bad,23
charge,23
perfect,23
hp,22
small,22
find,22
vista,22
should,22
lot,22
came,22
come,22
user,21
year,21
games,21
dvd,21
usb,21
gb,21
set,21
without,21
video,21
something,21
ever,21
customer,21
sound,21
old,21
bit,21
keys,21
dell,21
money,21
times,20
;,20
gaming,20
issues,20
through,20
awesome,20
every,20
repair,20
word,20
seems,20
nt,20
call,20
microsoft,19
light,19
found,19
years,19
wonderful,19
recommend,19
open,19
web,19
excellent,19
amazing,19
etc,19
though,19
before,19
fixed,19
cd,19
things,19
purchased,19
8,19
last,19
tech,19
?,18
few,18
while,18
may,18
tried,18
such,18
into,18
see,18
said,18
fact,18
makes,18
different,18
called,18
being,18
needed,18
next,17
day,17
wanted,17
desktop,17
mini,17
anything,17
motherboard,17
carry,17
running,17
cost,17
help,17
completely,17
getting,17
know,17
feel,17
installed,16
processor,16
port,16
overall,16
ports,16
send,16
easily,16
disk,16
pretty,16
look,16
however,16
wireless,16
key,16
4,16
once,16
think,16
fix,16
external,15
hardware,15
home,15
change,15
looks,15
fan,15
shipping,15
pay,15
plus,15
extended,15
full,14
sure,14
10,14
keep,14
several,14
until,14
quick,14
acer,14
high,14
value,14
thought,14
say,14
supply,14
model,14
itself,14
notebook,14
speakers,14
quickly,14
happy,14
past,14
computers,14
1,14
boot,14
install,13
needs,13
replacement,13
store,13
5,13
within,13
cheap,13
start,13
play,13
course,13
compared,13
worked,13
month,13
yet,13
...,13
due,13
super,12
poor,12
weeks,12
bluetooth,12
feature,12
virus,12
touchpad,12
finally,12
told,12
anyone,12
space,12
started,12
weight,12
large,12
brand,12
week,12
ease,12
buttons,12
center,12
experience,12
big,12
processing,12
days,12
doing,12
where,12
warrenty,12
these,12
simple,12
phone,12
email,11
trackpad,11
longer,11
online,11
top,11
editing,11
extra,11
board,11
cool,11
definitely,11
wish,11
going,11
type,11
box,11
far,11
music,11
s,11
seconds,11
xp,11
short,11
reason,11
drivers,11
fine,11
case,11
faster,11
stopped,11
learn,11
hour,11
three,11
free,11
later,11
side,11
book,11
why,11
although,11
connect,11
products,11
included,11
portable,11
college,10
person,10
resolution,10
number,10
plug,10
easier,10
ask,10
'd,10
starter,10
people,10
users,10
rather,10
replace,10
unless,10
13,10
clear,10
expected,10
loaded,10
making,10
minutes,10
yes,10
company,10
actually,10
extremely,10
're,10
lion,10
second,10
under,10
probably,10
else,10
gets,10
files,10
lightweight,10
he,10
iphoto,10
learning,10
already,10
sony,10
version,10
upgrade,10
wo,10
hd,9
specs,9
especially,9
except,9
mention,9
core,9
average,9
paid,9
front,9
pictures,9
monitor,9
end,9
connection,9
someone,9
--,9
real,9
takes,9
inch,9
apps,9
nothing,9
beautiful,9
upgraded,9
low,9
aluminum,9
done,9
fun,9
build,9
huge,9
hdmi,9
webcam,9
solid,9
must,9
higher,9
volume,9
quiet,9
asus,9
..,9
plugged,9
taking,9
simply,9
documents,9
left,9
bigger,8
browsing,8
own,8
almost,8
turn,8
media,8
business,8
school,8
soon,8
bios,8
knew,8
constantly,8
hot,8
perfectly,8
intel,8
update,8
save,8
away,8
pcs,8
understand,8
backlit,8
designed,8
itunes,8
uses,8
decent,8
protection,8
absolutely,8
graphic,8
recovery,8
inside,8
button,8
exactly,8
put,8
ssd,8
those,8
osx,8
both,8
believe,8
based,8
stick,8
portability,8
videos,7
calls,7
loud,7
offers,7
froze,7
iwork,7
couple,7
