word,count
.,5163
!,2575
",",2247
the,2098
i,1688
:,1536
a,1483
to,1468
and,1345
is,1292
I,1086
...,1049
'',1037
-,964
?,962
',882
you,868
of,856
britney,853
it,844
spears,790
's,774
on,766
in,744
like,693
my,688
for,674
love,664
that,644
-RRB-,531
n't,508
with,502
me,421
just,390
do,381
was,371
m,365
-LRB-,363
but,351
so,340
lindsay,330
lohan,328
this,327
obama,326
not,319
be,314
her,313
all,310
are,306
have,304
she,298
&,278
harry,263
potter,259
good,258
3,254
new,254
by,251
as,241
lady,239
google,236
an,235
your,234
at,229
he,214
song,212
gaga,212
about,211
has,210
justin,206
got,198
get,197
now,193
what,192
if,188
RT,188
up,184
out,184
lol,182
lakers,180
they,179
madonna,178
no,177
more,176
barack,170
bieber,169
would,167
7,167
can,164
think,164
really,163
windows,160
from,160
wii,159
The,158
s,155
one,153
how,151
when,151
will,149
2,149
hate,146
/,145
or,143
ipod,143
did,142
*,141
want,138
his,136
than,135
palin,134
sarah,133
who,133
iphone,132
people,131
much,128
awesome,127
--,127
kindle,124
we,122
its,122
<,121
wave,120
;,120
why,119
bad,119
ca,119
ipad,118
know,118
xbox,115
even,114
better,113
go,112
does,111
see,109
am,108
too,107
best,107
jimmy,106
john,103
video,103
because,102
some,102
great,100
1,100
had,100
amazing,96
psp,96
time,94
na,94
looks,93
day,91
charlie,91
sheen,90
watching,88
ha,88
shit,88
fuck,88
fucking,88
look,87
damn,87
should,85
off,84
jackson,84
back,83
pretty,82
going,82
music,82
need,82
gag,82
please,81
peace,80
them,80
right,80
well,80
still,80
micheal,80
been,79
real,78
prize,77
're,76
President,76
carter,75
jobs,73
=,73
him,73
ever,72
yeah,72
there,71
say,71
>,71
steve,71
It,70
only,70
listening,68
movie,68
kardashian,68
You,68
cage,67
game,66
over,66
first,66
4,66
playing,65
again,64
girl,64
says,64
very,64
then,64
could,64
taylor,63
old,63
make,63
news,63
|,63
nicolas,63
ve,63
funny,63
here,63
live,62
nt,61
swift,60
selena,60
oh,59
today,59
He,59
being,59
never,59
'll,58
gomez,58
bush,58
were,58
A,57
world,57
way,57
And,57
miley,57
little,57
george,57
bitch,57
Apple,57
don,56
Obama,56
phone,56
d,56
hell,56
after,55
cool,55
sucks,55
said,55
woods,55
follow,55
show,54
though,54
tiger,54
swank,54
yes,54
via,54
ass,53
hilary,53
nobel,53
okay,53
What,52
My,52
That,52
She,52
made,52
man,52
minaj,51
play,51
any,51
television,51
last,51
_,51
other,50
hillary,50
before,50
getting,50
clinton,50
-RSB-,49
This,49
believe,49
next,48
songs,48
nicki,48
year,48
win,48
twitter,48
most,48
head,47
-LSB-,47
Do,47
'd,47
$,47
nick,47
cyrus,47
hilton,47
feel,46
perry,46
help,46
us,46
katy,46
watch,46
stop,46
thought,45
kim,45
life,45
Fuck,45
thing,45
work,45
penis,44
gon,43
Nobel,43
crazy,43
movies,43
following,42
al,42
wow,42
miss,42
night,42
suck,42
If,42
anyone,41
makes,41
stupid,41
Just,41
those,41
thanks,41
read,41
use,41
into,41
demi,40
actually,40
friend,40
Is,40
years,39
such,39
against,39
president,39
book,39
Love,39
sure,39
star,39
where,39
their,39
done,38
week,38
How,38
someone,38
saw,38
lovato,38
So,37
friends,37
fan,37
y,37
♥,37
doing,37
~,37
t,37
paris,37
Libya,36
omg,36
another,36
invite,36
while,36
down,36
Justin,36
nice,35
application,35
our,35
single,35
war,35
guy,35
US,35
making,35
album,35
always,35
must,35
face,35
might,34
favorite,34
these,34
LOL,34
fun,34
already,34
mean,34
We,33
touch,33
also,33
n,33
fallon,33
D,32
keep,32
looking,32
celebrity,32
lot,32
super,32
wish,32
boy,32
gore,32
come,32
timberlake,31
hope,31
apple,31
sucking,31
support,31
boehner,31
Why,31
books,31
give,31
sorry,31
musicmonday,31
try,31
voice,30
10,30
joe,30
sounds,30
wan,30
bill,30
since,30
least,30
person,30
Lady,30
hot,30
5,30
hair,30
Prize,29
same,29
keys,29
Bieber,29
yet,29
alicia,29
weird,29
games,29
anything,29
pictures,29
legend,29
free,29
b,29
won,29
big,29
fit,28
took,28
360,28
name,28
dead,28
let,28
To,28
days,28
tcot,28
perfect,28
listen,28
seriously,28
put,28
+,28
tell,28
No,28
wo,28
singing,27
brand,27
On,27
trying,27
things,27
famous,27
through,27
find,27
went,27
less,27
ps3,27
jonas,27
wait,27
called,27
many,27
gates,27
having,27
watched,26
part,26
reason,26
News,26
kutcher,26
fans,26
stuck,26
products,26
sex,26
New,26
maradona,26
rock,26
everyone,26
times,26
mccain,26
ashton,26
girls,25
loving,25
Me,25
everything,25
Selena,25
take,25
thinks,25
worst,25
gets,25
used,25
seen,25
dream,25
which,25
Miley,25
khloe,25
may,25
Like,25
Where,25
ta,25
In,25
``,25
seeing,24
needs,24
two,24
annoying,24
happy,24
something,24
fake,24
tonight,24
family,24
hero,24
Survey,24
without,24
saying,24
far,24
talking,24
fashion,24
smile,24
THE,24
Who,24
talk,24
coming,24
problem,24
buy,24
baby,24
But,23
youtube,23
god,23
nothing,23
lmao,23
shakira,23
Peace,23
job,23
reading,23
thank,23
x,23
Cyrus,23
money,23
guess,23
care,23
p,23
biden,22
black,22
excited,22
bit,22
both,22
o,22
kill,22
long,22
interesting,22
sad,22
home,22
Now,22
every,22
porn,22
stewart,22
check,22
using,22
Her,22
hear,22
true,22
tweet,22
oprah,22
enough,21
mac,21
mandy,21
martha,21
russell,21
moore,21
played,21
call,21
They,21
Oh,21
found,21
idiot,21
Not,21
guys,21
carey,21
between,20
die,20
own,20
mariah,20
perez,20
beat,20
comes,20
gay,20
popular,20
sound,20
heard,20
cannon,20
thinking,20
Lol,20
else,20
picture,20
totally,20
cover,20
wrong,20
amazon,20
number,19
FUCK,19
2009,19
finally,19
AND,19
break,19
cry,19
online,19
cute,19
agree,19
film,19
winning,19
NOT,19
pop,19
followers,19
wants,19
loves,19
God,19
told,19
together,19
hey,19
plus,19
YouTube,19
pod,19
blame,19
deserve,19
concert,19
hard,19
rt,19
latest,19
Try,19
lucky,19
Black,18
maybe,18
✔,18
heart,18
story,18
hammer,18
Its,18
seems,18
Cup,18
sexy,18
6,18
goes,18
YOU,18
Taylor,18
stuff,18
attractive,18
LOVE,18
All,18
wonder,18
school,17
photo,17
America,17
away,17
Did,17
beautiful,17
When,17
dude,17
halloween,17
ago,17
tomorrow,17
once,17
moment,17
dumb,17
fail,17
around,17
congratulations,17
car,17
☑,17
left,17
ellen,17
top,17
kids,17
christmas,17
party,17
Video,17
Amazing,17
myself,17
Way,17
definitely,17
20,17
few,16
100,16
post,16
Great,16
monster,16
collection,16
microsoft,16
list,16
u,16
cause,16
loved,16
birthday,16
deal,16
upgrade,16
worse,16
idea,16
Chris,16
shame,16
World,16
attracted,16
\,16
woman,16
came,16
Demi,16
anderson,16
poor,16
working,16
For,16
`,16
Rihanna,16
blog,16
With,16
OMG,16
e,16
sing,16
version,16
run,16
