word,count
.,5156
!,2550
",",2257
the,2076
i,1666
:,1588
to,1515
a,1510
and,1345
is,1315
I,1089
'',1084
...,1064
-,957
?,933
you,905
of,900
it,887
',879
britney,828
's,808
spears,766
in,755
on,729
like,703
for,689
my,681
love,653
that,633
with,521
-RRB-,517
n't,499
me,430
just,397
do,380
m,377
-LRB-,360
but,355
was,351
so,330
lindsay,328
obama,328
this,327
lohan,323
not,321
her,314
have,313
she,305
be,304
all,292
are,292
&,270
harry,267
potter,264
3,261
new,256
good,255
lady,253
by,250
at,240
an,231
your,230
as,228
google,227
gaga,227
got,212
he,212
has,212
justin,203
song,201
out,199
now,198
about,197
what,195
no,192
RT,191
up,187
if,185
lol,180
The,179
get,176
lakers,176
7,171
more,171
they,171
wii,169
barack,169
bieber,168
madonna,166
when,166
can,164
windows,161
from,157
one,157
would,155
s,155
really,151
think,151
will,150
how,150
his,149
or,146
ipod,146
hate,144
*,143
--,141
palin,138
2,138
sarah,138
who,136
than,133
kindle,132
people,130
/,130
want,129
did,128
much,128
its,125
know,125
iphone,122
bad,122
ca,120
we,119
wave,118
awesome,118
why,117
;,117
xbox,116
even,115
<,115
best,114
jimmy,112
does,111
ipad,111
better,108
am,107
video,106
john,105
go,104
psp,102
see,101
because,101
too,100
great,99
time,99
had,99
some,99
1,97
day,96
na,96
ha,94
fucking,92
charlie,90
fuck,90
looks,89
sheen,89
jackson,89
amazing,88
shit,88
right,86
been,85
back,85
pretty,84
micheal,84
watching,83
off,83
him,83
peace,82
look,82
going,82
prize,82
need,81
them,80
should,80
carter,80
jobs,79
damn,78
well,78
gag,78
steve,77
please,76
music,76
still,76
yeah,76
there,74
real,74
=,72
say,72
never,72
're,72
over,69
It,69
then,68
kardashian,68
ever,68
President,68
again,67
girl,67
cage,67
>,67
first,67
world,66
nicolas,66
news,65
oh,65
playing,65
live,64
listening,64
make,64
bush,64
phone,64
taylor,63
You,63
ass,62
little,62
george,62
4,62
only,62
game,61
'll,61
ve,61
|,60
selena,60
were,60
here,60
_,60
Apple,60
could,59
swift,59
being,59
nt,59
very,58
gomez,58
woods,58
miley,58
okay,58
What,57
don,57
tiger,57
movie,57
cool,57
And,57
Obama,56
She,56
nobel,56
made,56
d,56
way,55
sucks,55
said,55
follow,55
$,55
hilton,55
bitch,55
My,54
A,54
play,54
old,54
last,54
hell,54
man,54
today,52
president,52
This,52
though,51
says,51
He,51
swank,51
show,50
after,50
hilary,50
win,50
funny,50
yes,50
via,50
minaj,49
That,49
life,49
twitter,49
cyrus,49
Fuck,48
other,47
before,47
believe,47
sure,47
perry,46
nicki,46
katy,46
book,46
getting,46
penis,46
nick,46
most,46
kim,45
-LSB-,45
any,45
fun,45
-RSB-,44
wow,44
us,44
bill,44
year,44
watch,44
someone,44
paris,44
their,44
al,43
songs,43
head,43
stupid,43
hillary,43
stop,43
following,42
gon,42
makes,42
Do,42
crazy,42
'd,42
night,42
invite,42
into,42
Is,42
fan,41
help,41
thing,41
suck,41
actually,41
work,41
clinton,41
next,40
thought,40
feel,40
those,40
against,40
Libya,40
So,39
Just,39
our,39
thanks,39
read,39
miss,39
television,39
movies,39
How,39
use,39
gates,39
while,39
years,38
hope,38
week,38
since,38
~,38
always,38
If,38
friends,37
demi,37
favorite,37
Nobel,37
guy,37
friend,37
where,37
nice,36
name,36
looking,36
celebrity,36
these,36
y,36
another,36
Love,36
♥,36
US,36
doing,36
5,36
Justin,36
come,36
done,35
wan,35
star,35
lovato,35
We,34
voice,34
D,34
sucking,34
support,34
keep,34
+,34
t,34
down,34
saw,34
might,33
anyone,33
such,33
touch,33
single,33
omg,33
LOL,33
already,33
fallon,33
hot,33
wish,33
boy,33
face,33
application,32
apple,32
sounds,32
Why,32
let,32
also,32
tcot,32
gore,32
fit,31
360,31
Bieber,31
To,31
went,31
super,31
thank,31
everyone,31
least,31
try,31
must,31
hair,31
mean,31
books,30
n,30
lot,30
won,30
mccain,30
wo,30
trying,29
famous,29
boehner,29
war,29
less,29
give,29
musicmonday,29
seriously,29
called,29
free,29
b,29
making,29
big,29
timberlake,28
took,28
happy,28
tonight,28
sex,28
family,28
listen,28
sorry,28
person,28
tell,28
No,28
buy,28
ta,28
``,28
singing,27
Selena,27
through,27
home,27
shakira,27
New,27
perfect,27
ps3,27
maradona,27
pictures,27
jonas,27
wait,27
legend,27
many,27
times,27
Who,27
baby,27
