word,count
.,304
!,155
",",124
the,121
to,92
:,90
a,80
i,79
is,73
and,71
-,63
'',60
I,59
',50
...,49
in,48
for,46
?,45
it,45
like,44
's,42
on,41
love,39
you,38
of,38
my,35
britney,35
-RRB-,33
that,33
spears,31
with,29
n't,28
do,24
-LRB-,24
as,23
she,23
lindsay,23
lohan,22
good,21
this,21
but,21
me,20
be,19
by,18
all,18
obama,18
✔,18
m,18
not,18
has,17
was,17
are,17
so,16
her,16
they,15
3,15
google,15
lady,14
at,14
we,14
just,13
wii,13
have,13
song,12
get,12
an,12
what,12
&,12
gaga,12
he,12
think,12
if,11
up,11
;,11
xbox,11
wave,10
even,10
out,10
can,10
your,10
new,10
ipod,10
or,10
make,9
more,9
his,9
time,9
know,9
potter,9
2,9
lol,9
harry,9
The,9
will,9
too,9
7,9
am,9
now,9
palin,8
really,8
who,8
jimmy,8
windows,8
been,8
very,8
sarah,8
justin,8
one,8
about,8
s,8
psp,8
ve,8
jobs,7
would,7
madonna,7
no,7
/,7
from,7
some,7
bad,7
pretty,7
people,7
ca,7
<,7
awesome,7
barack,7
its,7
real,7
clinton,7
steve,7
go,7
back,7
micheal,6
selena,6
My,6
how,6
could,6
day,6
nicolas,6
hillary,6
iphone,6
when,6
-LSB-,6
ha,6
doing,6
gomez,6
kindle,6
look,6
minaj,6
*,6
cage,6
--,6
damn,6
taylor,6
D,6
want,6
let,6
maradona,5
miley,5
had,5
again,5
RT,5
-RSB-,5
show,5
=,5
here,5
great,5
don,5
cyrus,5
were,5
nicki,5
twitter,5
actually,5
did,5
News,5
President,5
video,5
made,5
television,5
4,5
much,5
then,5
swift,5
wants,5
live,5
gag,5
happy,5
jackson,5
got,5
over,5
ever,5
fuck,5
best,5
phone,5
read,5
peace,4
does,4
sure,4
stuff,4
said,4
other,4
|,4
yes,4
need,4
watching,4
them,4
than,4
playing,4
kardashian,4
feat,4
sheen,4
Do,4
fallon,4
swank,4
way,4
set,4
girl,4
na,4
says,4
days,4
bieber,4
where,4
You,4
john,4
any,4
hilary,4
game,4
going,4
fit,4
loved,4
computer,4
same,4
charlie,4
work,4
fucking,4
into,4
there,4
shit,4
lakers,4
see,4
wrong,4
music,4
>,4
wonder,4
'll,4
hate,4
ipad,4
guys,4
~,4
woohoo,3
court,3
videos,3
news,3
worse,3
super,3
always,3
carter,3
saw,3
touch,3
after,3
list,3
remember,3
books,3
awful,3
order,3
player,3
Nobel,3
khloe,3
world,3
wan,3
totally,3
feels,3
dvd,3
since,3
top,3
$,3
right,3
're,3
still,3
shame,3
less,3
'd,3
OMG,3
gossip,3
360,3
should,3
al,3
e,3
omg,3
Peace,3
dead,3
broken,3
hot,3
alicia,3
katy,3
high,3
Just,3
ass,3
fail,3
under,3
movies,3
wow,3
sucks,3
thanks,3
wish,3
nt,3
women,3
down,3
why,3
trying,3
`,3
ta,3
wait,3
perry,3
another,3
post,3
someone,3
It,3
father,3
Really,3
amazing,3
because,3
boy,3
prize,3
okay,3
There,3
1,3
keys,3
believe,3
LOL,3
bill,3
looks,3
McCain,3
last,3
epic,3
listening,3
morning,3
kill,3
version,3
How,3
They,3
come,3
used,3
anderson,3
long,3
So,2
album,2
words,2
use,2
nude,2
+,2
timberlake,2
international,2
shot,2
Prize,2
matthews,2
See,2
person,2
Listening,2
application,2
black,2
sound,2
movie,2
YouTube,2
His,2
late,2
help,2
Taliban,2
extension,2
Jenner,2
children,2
online,2
band,2
Who,2
king,2
Friday,2
move,2
musicmonday,2
head,2
Justin,2
ft,2
george,2
