word,count
.,326
the,149
",",130
!,128
:,114
to,94
a,92
and,85
-,82
'',79
i,73
is,72
',65
?,61
in,59
like,57
I,57
...,57
's,51
for,49
on,48
of,48
it,46
you,43
that,42
my,41
with,34
-RRB-,34
do,33
n't,32
lindsay,32
britney,32
lohan,31
spears,31
me,25
but,25
was,24
obama,23
all,22
are,22
they,21
-LRB-,21
be,21
love,20
has,20
just,20
at,20
as,19
her,19
she,18
what,17
even,17
have,17
out,16
harry,16
he,16
not,16
if,15
get,15
xbox,15
potter,15
ipod,15
wii,15
this,15
about,15
more,14
by,14
can,14
google,14
good,13
an,13
madonna,13
his,13
we,13
up,12
so,12
new,12
m,12
palin,11
lady,11
would,11
from,11
jimmy,11
your,11
know,11
sarah,11
will,11
one,11
make,10
did,10
barack,10
or,10
think,10
no,9
how,9
wave,9
iphone,9
windows,9
been,9
ha,9
lol,9
some,9
The,9
game,9
&,9
kindle,9
fucking,9
clinton,9
7,9
had,8
who,8
nicolas,8
/,8
hillary,8
than,8
television,8
any,8
people,8
gaga,8
look,8
cage,8
real,8
really,7
play,7
jobs,7
-RSB-,7
|,7
when,7
-LSB-,7
na,7
bad,7
live,7
lakers,7
s,7
steve,7
now,7
3,7
ipad,7
ve,7
song,6
RT,6
after,6
;,6
were,6
twitter,6
right,6
girl,6
President,6
very,6
should,6
today,6
alicia,6
wants,6
sucks,6
ca,6
got,6
damn,6
prize,6
see,6
keys,6
music,6
let,6
videos,5
news,5
does,5
carter,5
My,5
don,5
day,5
watching,5
kardashian,5
reading,5
friend,5
time,5
She,5
News,5
video,5
made,5
2,5
much,5
funny,5
first,5
gag,5
too,5
happy,5
going,5
through,5
computer,5
there,5
its,5
It,5
shit,5
Now,5
am,5
last,5
hate,5
phone,5
face,5
go,5
psp,5
back,5
read,5
So,4
maradona,4
peace,4
nude,4
+,4
moore,4
sure,4
movie,4
always,4
again,4
micheal,4
need,4
here,4
fun,4
playing,4
cute,4
Do,4
bitch,4
fallon,4
swank,4
less,4
vail,4
'd,4
says,4
Apple,4
doing,4
where,4
hot,4
straight,4
justin,4
You,4
ass,4
cool,4
pretty,4
hilary,4
why,4
jackson,4
hard,4
into,4
mean,4
over,4
someone,4
--,4
ever,4
fuck,4
There,4
wrong,4
dad,4
'll,4
best,4
want,4
better,4
version,4
week,4
woohoo,3
court,3
thought,3
shot,3
stuff,3
black,3
sound,3
worse,3
super,3
said,3
other,3
touch,3
To,3
fan,3
show,3
year,3
band,3
yes,3
la,3
y,3
rumors,3
list,3
great,3
head,3
could,3
nobel,3
george,3
books,3
awful,3
say,3
thank,3
order,3
completely,3
player,3
Lol,3
khloe,3
apple,3
bush,3
die,3
lots,3
miss,3
nicki,3
Video,3
dvd,3
looking,3
This,3
blame,3
Obama,3
$,3
off,3
That,3
're,3
still,3
way,3
without,3
school,3
gossip,3
360,3
e,3
replay,3
least,3
dead,3
pictures,3
marriage,3
then,3
old,3
yo,3
katy,3
john,3
Just,3
fail,3
under,3
book,3
probably,3
wow,3
against,3
thanks,3
ago,3
women,3
follow,3
A,3
For,3
trying,3
<,3
those,3
minaj,3
ta,3
daily,3
something,3
5,3
same,3
wtf,3
*,3
woke,3
singing,3
their,3
Fuck,3
mandy,3
came,3
work,3
perry,3
another,3
target,3
post,3
sex,3
And,3
father,3
Is,3
because,3
boy,3
okay,3
D,3
nintendo,3
biden,3
>,3
wonder,3
bill,3
well,3
suck,3
baby,3
McCain,3
epic,3
morning,3
tech,3
How,3
They,3
thinks,3
come,3
little,3
long,3
popular,3
full,2
words,2
moves,2
timberlake,2
inspirational,2
helping,2
vista,2
application,2
penis,2
What,2
divorce,2
saw,2
10,2
selena,2
writing,2
help,2
On,2
Taliban,2
w,2
Fox,2
Jenner,2
children,2
controller,2
mario,2
online,2
move,2
NOT,2
life,2
musicmonday,2
=,2
deserves,2
remember,2
chick,2
ft,2
revealed,2
dude,2
gates,2
nick,2
John,2
kim,2
house,2
faces,2
Jesus,2
though,2
S&M,2
joke,2
two,2
Nobel,2
lmao,2
keep,2
them,2
Check,2
room,2
judge,2
Kobe,2
search,2
won,2
restraining,2
games,2
yesterday,2
picture,2
world,2
weekend,2
1st,2
reason,2
xd,2
plastic,2
Luz,2
wan,2
Tools,2
